4.55,0.13816581666469574,MP5-SD | Kitbash (Minimal Wear)
85,0.0001200823244289495,MAC-10 | Allure (Factory New)
88,0.025647521018981934,MAC-10 | Allure (Factory New)
88,0.005969849415123463,MAC-10 | Allure (Factory New)
88,0.0009883134625852108,MAC-10 | Allure (Factory New)
88,0.05470132827758789,MAC-10 | Allure (Factory New)
88,0.06930510699748993,MAC-10 | Allure (Factory New)
88.88,0.00042623019544407725,MAC-10 | Allure (Factory New)
88.88,0.05728684365749359,MAC-10 | Allure (Factory New)
99,0.00040714736678637564,MAC-10 | Allure (Factory New)
99,0.00015528002404607832,MAC-10 | Allure (Factory New)
99.99,0.0005321845528669655,MAC-10 | Allure (Factory New)
100,0.013502631336450577,MAC-10 | Allure (Factory New)
100,0.0063729602843523026,MAC-10 | Allure (Factory New)
100,0.01832357980310917,MAC-10 | Allure (Factory New)
100,0.00016976871120277792,MAC-10 | Allure (Factory New)
100,0.005488584283739328,MAC-10 | Allure (Factory New)
100,0.0012450662907212973,MAC-10 | Allure (Factory New)
100,0.003656174289062619,MAC-10 | Allure (Factory New)
100,0.0006880899309180677,MAC-10 | Allure (Factory New)
100,0.05361948907375336,MAC-10 | Allure (Factory New)
110,0.06883226335048676,MAC-10 | Allure (Factory New)
110,0.0006877199048176408,MAC-10 | Allure (Factory New)
119,0.00014852525782771409,MAC-10 | Allure (Factory New)
125,0.00001947693453985266,MAC-10 | Allure (Factory New)
149,0.057418014854192734,MAC-10 | Allure (Factory New)
150,0.06791096925735474,MAC-10 | Allure (Factory New)
180,0.00005172310920897871,MAC-10 | Allure (Factory New)
188,0.001436069025658071,MAC-10 | Allure (Factory New)
200,0.005028233397752047,MAC-10 | Allure (Factory New)
200,0.04737317934632301,MAC-10 | Allure (Factory New)
200,0.06949858367443085,MAC-10 | Allure (Factory New)
200,0.06193576753139496,MAC-10 | Allure (Factory New)
200,0.000055671433074167,MAC-10 | Allure (Factory New)
200,0.019463863223791122,MAC-10 | Allure (Factory New)
200,0.00013535961625166237,MAC-10 | Allure (Factory New)
230,0.0009810826741158962,MAC-10 | Allure (Factory New)
270,0.00003089802339673042,MAC-10 | Allure (Factory New)
299,0.00005476557998917997,MAC-10 | Allure (Factory New)
358,0.00000871204338181996,MAC-10 | Allure (Factory New)
388,0.00000509333312948001,MAC-10 | Allure (Factory New)
412,0.0020044127013534307,MAC-10 | Allure (Factory New)
500,0.03916998580098152,MAC-10 | Allure (Factory New)
520,0.05200740694999695,MAC-10 | Allure (Factory New)
666,0.06666753441095352,MAC-10 | Allure (Factory New)
800,0.00000387683985536568,MAC-10 | Allure (Factory New)
4.55,0.13308851420879364,Tec-9 | Brother (Minimal Wear)
4.56,0.11523884534835815,Tec-9 | Brother (Minimal Wear)
4.56,0.1331743597984314,Tec-9 | Brother (Minimal Wear)
4.57,0.14330041408538818,Tec-9 | Brother (Minimal Wear)
4.57,0.13370302319526672,Tec-9 | Brother (Minimal Wear)
4.57,0.12701401114463806,Tec-9 | Brother (Minimal Wear)
4.58,0.12053751200437546,Tec-9 | Brother (Minimal Wear)
4.59,0.148870050907135,Tec-9 | Brother (Minimal Wear)
4.6,0.14213760197162628,Tec-9 | Brother (Minimal Wear)
4.6,0.1318967044353485,Tec-9 | Brother (Minimal Wear)
4.61,0.1448977142572403,Tec-9 | Brother (Minimal Wear)
4.62,0.13498114049434662,Tec-9 | Brother (Minimal Wear)
4.62,0.1259346604347229,Tec-9 | Brother (Minimal Wear)
4.62,0.14238817989826202,Tec-9 | Brother (Minimal Wear)
4.62,0.12395939230918884,Tec-9 | Brother (Minimal Wear)
4.62,0.14267084002494812,Tec-9 | Brother (Minimal Wear)
4.62,0.14831265807151794,Tec-9 | Brother (Minimal Wear)
4.64,0.1286211758852005,Tec-9 | Brother (Minimal Wear)
4.64,0.13891270756721497,Tec-9 | Brother (Minimal Wear)
4.64,0.14733892679214478,Tec-9 | Brother (Minimal Wear)
4.64,0.13867300748825073,Tec-9 | Brother (Minimal Wear)
4.64,0.14097201824188232,Tec-9 | Brother (Minimal Wear)
4.64,0.14864036440849304,Tec-9 | Brother (Minimal Wear)
4.64,0.13271456956863403,Tec-9 | Brother (Minimal Wear)
4.64,0.1445331871509552,Tec-9 | Brother (Minimal Wear)
4.64,0.12437146157026291,Tec-9 | Brother (Minimal Wear)
4.64,0.1313604712486267,Tec-9 | Brother (Minimal Wear)
4.64,0.13658493757247925,Tec-9 | Brother (Minimal Wear)
4.65,0.13981929421424866,Tec-9 | Brother (Minimal Wear)
4.65,0.13168658316135406,Tec-9 | Brother (Minimal Wear)
4.65,0.1402607411146164,Tec-9 | Brother (Minimal Wear)
4.65,0.1478521078824997,Tec-9 | Brother (Minimal Wear)
4.65,0.1306164413690567,Tec-9 | Brother (Minimal Wear)
4.65,0.13187375664710999,Tec-9 | Brother (Minimal Wear)
4.65,0.13433893024921417,Tec-9 | Brother (Minimal Wear)
4.65,0.13930049538612366,Tec-9 | Brother (Minimal Wear)
4.65,0.1420966386795044,Tec-9 | Brother (Minimal Wear)
4.65,0.14112864434719086,Tec-9 | Brother (Minimal Wear)
4.65,0.13922491669654846,Tec-9 | Brother (Minimal Wear)
4.65,0.13144975900650024,Tec-9 | Brother (Minimal Wear)
4.65,0.14255355298519135,Tec-9 | Brother (Minimal Wear)
4.65,0.1237218976020813,Tec-9 | Brother (Minimal Wear)
4.65,0.1483805775642395,Tec-9 | Brother (Minimal Wear)
4.65,0.14883312582969666,Tec-9 | Brother (Minimal Wear)
4.65,0.13215184211730957,Tec-9 | Brother (Minimal Wear)
4.65,0.1428285539150238,Tec-9 | Brother (Minimal Wear)
4.65,0.14685198664665222,Tec-9 | Brother (Minimal Wear)
4.65,0.13097649812698364,Tec-9 | Brother (Minimal Wear)
4.65,0.12318727374076843,Tec-9 | Brother (Minimal Wear)
4.65,0.1329323947429657,Tec-9 | Brother (Minimal Wear)
4.65,0.14520421624183655,Tec-9 | Brother (Minimal Wear)
4.65,0.1260957270860672,Tec-9 | Brother (Minimal Wear)
4.65,0.1427115947008133,Tec-9 | Brother (Minimal Wear)
4.65,0.13860848546028137,Tec-9 | Brother (Minimal Wear)
4.65,0.1259354203939438,Tec-9 | Brother (Minimal Wear)
4.65,0.1488683968782425,Tec-9 | Brother (Minimal Wear)
4.65,0.12932036817073822,Tec-9 | Brother (Minimal Wear)
4.65,0.14847388863563538,Tec-9 | Brother (Minimal Wear)
4.65,0.1290041208267212,Tec-9 | Brother (Minimal Wear)
4.65,0.1335998773574829,Tec-9 | Brother (Minimal Wear)
4.65,0.14675763249397278,Tec-9 | Brother (Minimal Wear)
4.65,0.1418018937110901,Tec-9 | Brother (Minimal Wear)
4.66,0.1456182599067688,Tec-9 | Brother (Minimal Wear)
4.66,0.13018205761909485,Tec-9 | Brother (Minimal Wear)
4.66,0.14250540733337402,Tec-9 | Brother (Minimal Wear)
4.66,0.13098233938217163,Tec-9 | Brother (Minimal Wear)
4.66,0.12626498937606812,Tec-9 | Brother (Minimal Wear)
4.67,0.14177261292934418,Tec-9 | Brother (Minimal Wear)
4.67,0.13662153482437134,Tec-9 | Brother (Minimal Wear)
4.67,0.1347859501838684,Tec-9 | Brother (Minimal Wear)
4.67,0.13465188443660736,Tec-9 | Brother (Minimal Wear)
4.67,0.13414274156093597,Tec-9 | Brother (Minimal Wear)
4.67,0.133181631565094,Tec-9 | Brother (Minimal Wear)
4.67,0.13069698214530945,Tec-9 | Brother (Minimal Wear)
4.67,0.1295875906944275,Tec-9 | Brother (Minimal Wear)
4.67,0.12826301157474518,Tec-9 | Brother (Minimal Wear)
4.67,0.1282453089952469,Tec-9 | Brother (Minimal Wear)
4.67,0.12766481935977936,Tec-9 | Brother (Minimal Wear)
4.67,0.14635634422302246,Tec-9 | Brother (Minimal Wear)
4.67,0.13946235179901123,Tec-9 | Brother (Minimal Wear)
4.67,0.1391059160232544,Tec-9 | Brother (Minimal Wear)
4.67,0.13082492351531982,Tec-9 | Brother (Minimal Wear)
4.67,0.13061250746250153,Tec-9 | Brother (Minimal Wear)
4.67,0.12978096306324005,Tec-9 | Brother (Minimal Wear)
4.68,0.12622177600860596,Tec-9 | Brother (Minimal Wear)
4.68,0.14320632815361023,Tec-9 | Brother (Minimal Wear)
4.69,0.13485310971736908,Tec-9 | Brother (Minimal Wear)
4.69,0.14549753069877625,Tec-9 | Brother (Minimal Wear)
4.69,0.1489526629447937,Tec-9 | Brother (Minimal Wear)
4.69,0.1402708739042282,Tec-9 | Brother (Minimal Wear)
4.69,0.13518258929252625,Tec-9 | Brother (Minimal Wear)
4.69,0.14765098690986633,Tec-9 | Brother (Minimal Wear)
4.69,0.14494138956069946,Tec-9 | Brother (Minimal Wear)
4.69,0.14480909705162048,Tec-9 | Brother (Minimal Wear)
4.69,0.1478332281112671,Tec-9 | Brother (Minimal Wear)
4.69,0.14764779806137085,Tec-9 | Brother (Minimal Wear)
4.69,0.13274557888507843,Tec-9 | Brother (Minimal Wear)
4.69,0.14203789830207825,Tec-9 | Brother (Minimal Wear)
4.69,0.12570419907569885,Tec-9 | Brother (Minimal Wear)
4.69,0.12088972330093384,Tec-9 | Brother (Minimal Wear)
4.7,0.13378825783729553,Tec-9 | Brother (Minimal Wear)
4.7,0.1363469958305359,Tec-9 | Brother (Minimal Wear)
4.7,0.13544601202011108,Tec-9 | Brother (Minimal Wear)
4.79,0.13911350071430206,Tec-9 | Brother (Minimal Wear)
4.79,0.14914493262767792,Tec-9 | Brother (Minimal Wear)
4.79,0.143296480178833,Tec-9 | Brother (Minimal Wear)
4.79,0.13116447627544403,Tec-9 | Brother (Minimal Wear)
4.79,0.13250569999217987,Tec-9 | Brother (Minimal Wear)
4.79,0.13525943458080292,Tec-9 | Brother (Minimal Wear)
4.79,0.1405523270368576,Tec-9 | Brother (Minimal Wear)
4.79,0.14250782132148743,Tec-9 | Brother (Minimal Wear)
4.79,0.14684222638607025,Tec-9 | Brother (Minimal Wear)
4.79,0.13733446598052979,Tec-9 | Brother (Minimal Wear)
4.79,0.14343607425689697,Tec-9 | Brother (Minimal Wear)
4.79,0.14714404940605164,Tec-9 | Brother (Minimal Wear)
4.79,0.1350744664669037,Tec-9 | Brother (Minimal Wear)
4.79,0.14271508157253265,Tec-9 | Brother (Minimal Wear)
4.79,0.1497117131948471,Tec-9 | Brother (Minimal Wear)
4.79,0.14235109090805054,Tec-9 | Brother (Minimal Wear)
4.8,0.1313326507806778,Tec-9 | Brother (Minimal Wear)
4.8,0.1411447823047638,Tec-9 | Brother (Minimal Wear)
4.8,0.12567663192749023,Tec-9 | Brother (Minimal Wear)
4.82,0.1489305943250656,Tec-9 | Brother (Minimal Wear)
4.85,0.1390383541584015,Tec-9 | Brother (Minimal Wear)
4.85,0.1323241889476776,Tec-9 | Brother (Minimal Wear)
4.85,0.13418450951576233,Tec-9 | Brother (Minimal Wear)
4.85,0.13403689861297607,Tec-9 | Brother (Minimal Wear)
4.85,0.13292089104652405,Tec-9 | Brother (Minimal Wear)
4.85,0.14488863945007324,Tec-9 | Brother (Minimal Wear)
4.85,0.13816457986831665,Tec-9 | Brother (Minimal Wear)
4.85,0.14673729240894318,Tec-9 | Brother (Minimal Wear)
4.85,0.14368936419487,Tec-9 | Brother (Minimal Wear)
4.85,0.1479080319404602,Tec-9 | Brother (Minimal Wear)
4.85,0.13801336288452148,Tec-9 | Brother (Minimal Wear)
4.85,0.1372317224740982,Tec-9 | Brother (Minimal Wear)
4.85,0.1413944959640503,Tec-9 | Brother (Minimal Wear)
4.85,0.12904129922389984,Tec-9 | Brother (Minimal Wear)
4.85,0.14608199894428253,Tec-9 | Brother (Minimal Wear)
4.85,0.14045539498329163,Tec-9 | Brother (Minimal Wear)
4.85,0.14755594730377197,Tec-9 | Brother (Minimal Wear)
4.85,0.1397780328989029,Tec-9 | Brother (Minimal Wear)
4.85,0.14918677508831024,Tec-9 | Brother (Minimal Wear)
4.85,0.13457931578159332,Tec-9 | Brother (Minimal Wear)
4.85,0.13027894496917725,Tec-9 | Brother (Minimal Wear)
4.85,0.1267910599708557,Tec-9 | Brother (Minimal Wear)
4.85,0.13668791949748993,Tec-9 | Brother (Minimal Wear)
4.85,0.14113175868988037,Tec-9 | Brother (Minimal Wear)
4.89,0.12289947271347046,Tec-9 | Brother (Minimal Wear)
4.89,0.12261081486940384,Tec-9 | Brother (Minimal Wear)
4.89,0.11864814907312393,Tec-9 | Brother (Minimal Wear)
4.89,0.11619186401367188,Tec-9 | Brother (Minimal Wear)
4.9,0.1313610076904297,Tec-9 | Brother (Minimal Wear)
4.9,0.12836892902851105,Tec-9 | Brother (Minimal Wear)
4.9,0.13951845467090607,Tec-9 | Brother (Minimal Wear)
4.9,0.1075819730758667,Tec-9 | Brother (Minimal Wear)
4.91,0.1441345512866974,Tec-9 | Brother (Minimal Wear)
4.91,0.11584869027137756,Tec-9 | Brother (Minimal Wear)
4.91,0.1268686205148697,Tec-9 | Brother (Minimal Wear)
4.93,0.1336894929409027,Tec-9 | Brother (Minimal Wear)
4.93,0.1407547891139984,Tec-9 | Brother (Minimal Wear)
4.93,0.1371755748987198,Tec-9 | Brother (Minimal Wear)
4.93,0.14970672130584717,Tec-9 | Brother (Minimal Wear)
4.93,0.13235591351985931,Tec-9 | Brother (Minimal Wear)
4.93,0.14806556701660156,Tec-9 | Brother (Minimal Wear)
4.93,0.14373108744621277,Tec-9 | Brother (Minimal Wear)
4.93,0.14243729412555695,Tec-9 | Brother (Minimal Wear)
4.93,0.13956357538700104,Tec-9 | Brother (Minimal Wear)
4.93,0.140072762966156,Tec-9 | Brother (Minimal Wear)
4.93,0.143926203250885,Tec-9 | Brother (Minimal Wear)
4.93,0.13737188279628754,Tec-9 | Brother (Minimal Wear)
4.93,0.14996303617954254,Tec-9 | Brother (Minimal Wear)
4.93,0.13548997044563293,Tec-9 | Brother (Minimal Wear)
4.93,0.14985337853431702,Tec-9 | Brother (Minimal Wear)
4.93,0.14275005459785461,Tec-9 | Brother (Minimal Wear)
4.93,0.1421148180961609,Tec-9 | Brother (Minimal Wear)
4.93,0.13303153216838837,Tec-9 | Brother (Minimal Wear)
4.93,0.14428454637527466,Tec-9 | Brother (Minimal Wear)
4.93,0.13721589744091034,Tec-9 | Brother (Minimal Wear)
4.93,0.14951007068157196,Tec-9 | Brother (Minimal Wear)
4.93,0.14290402829647064,Tec-9 | Brother (Minimal Wear)
4.93,0.14904873073101044,Tec-9 | Brother (Minimal Wear)
4.93,0.14181014895439148,Tec-9 | Brother (Minimal Wear)
4.93,0.13304224610328674,Tec-9 | Brother (Minimal Wear)
4.93,0.14052537083625793,Tec-9 | Brother (Minimal Wear)
4.93,0.10938705503940582,Tec-9 | Brother (Minimal Wear)
4.93,0.10982905328273773,Tec-9 | Brother (Minimal Wear)
4.93,0.10589177161455154,Tec-9 | Brother (Minimal Wear)
4.94,0.10691468417644501,Tec-9 | Brother (Minimal Wear)
4.95,0.10852169245481491,Tec-9 | Brother (Minimal Wear)
4.95,0.10879785567522049,Tec-9 | Brother (Minimal Wear)
4.95,0.10869874060153961,Tec-9 | Brother (Minimal Wear)
4.98,0.10152946412563324,Tec-9 | Brother (Minimal Wear)
4.98,0.12535950541496277,Tec-9 | Brother (Minimal Wear)
4.98,0.14009509980678558,Tec-9 | Brother (Minimal Wear)
4.98,0.14482413232326508,Tec-9 | Brother (Minimal Wear)
4.98,0.14036618173122406,Tec-9 | Brother (Minimal Wear)
4.98,0.14636832475662231,Tec-9 | Brother (Minimal Wear)
4.99,0.12521517276763916,Tec-9 | Brother (Minimal Wear)
4.99,0.12200610339641571,Tec-9 | Brother (Minimal Wear)
5,0.1450403928756714,Tec-9 | Brother (Minimal Wear)
5,0.14417116343975067,Tec-9 | Brother (Minimal Wear)
5,0.13230571150779724,Tec-9 | Brother (Minimal Wear)
5,0.12955598533153534,Tec-9 | Brother (Minimal Wear)
5,0.12633922696113586,Tec-9 | Brother (Minimal Wear)
5,0.1111505776643753,Tec-9 | Brother (Minimal Wear)
5,0.13071991503238678,Tec-9 | Brother (Minimal Wear)
5,0.11617548763751984,Tec-9 | Brother (Minimal Wear)
5,0.11659056693315506,Tec-9 | Brother (Minimal Wear)
5,0.14141343533992767,Tec-9 | Brother (Minimal Wear)
5,0.13474231958389282,Tec-9 | Brother (Minimal Wear)
5.03,0.14896529912948608,Tec-9 | Brother (Minimal Wear)
5.1,0.11594448238611221,Tec-9 | Brother (Minimal Wear)
5.1,0.09963840246200562,Tec-9 | Brother (Minimal Wear)
5.12,0.13774028420448303,Tec-9 | Brother (Minimal Wear)
5.12,0.10104670375585556,Tec-9 | Brother (Minimal Wear)
5.12,0.10884866863489151,Tec-9 | Brother (Minimal Wear)
5.12,0.10740995407104492,Tec-9 | Brother (Minimal Wear)
5.13,0.1059102937579155,Tec-9 | Brother (Minimal Wear)
5.13,0.10934547334909439,Tec-9 | Brother (Minimal Wear)
5.14,0.10083339363336563,Tec-9 | Brother (Minimal Wear)
5.18,0.14433705806732178,Tec-9 | Brother (Minimal Wear)
5.19,0.13338173925876617,Tec-9 | Brother (Minimal Wear)
5.19,0.13310720026493073,Tec-9 | Brother (Minimal Wear)
5.19,0.13208647072315216,Tec-9 | Brother (Minimal Wear)
5.2,0.13905136287212372,Tec-9 | Brother (Minimal Wear)
5.2,0.14617082476615906,Tec-9 | Brother (Minimal Wear)
5.2,0.14742954075336456,Tec-9 | Brother (Minimal Wear)
5.2,0.13122034072875977,Tec-9 | Brother (Minimal Wear)
5.2,0.10100048780441284,Tec-9 | Brother (Minimal Wear)
5.2,0.12804004549980164,Tec-9 | Brother (Minimal Wear)
5.2,0.11594627052545547,Tec-9 | Brother (Minimal Wear)
5.2,0.11352023482322693,Tec-9 | Brother (Minimal Wear)
5.2,0.10562483221292496,Tec-9 | Brother (Minimal Wear)
5.2,0.10317335277795792,Tec-9 | Brother (Minimal Wear)
5.2,0.10035117715597153,Tec-9 | Brother (Minimal Wear)
5.2,0.09975685179233551,Tec-9 | Brother (Minimal Wear)
5.22,0.10305146872997284,Tec-9 | Brother (Minimal Wear)
5.22,0.10312095284461975,Tec-9 | Brother (Minimal Wear)
5.22,0.10327623784542084,Tec-9 | Brother (Minimal Wear)
5.23,0.13933491706848145,Tec-9 | Brother (Minimal Wear)
5.24,0.1358727216720581,Tec-9 | Brother (Minimal Wear)
5.25,0.13219934701919556,Tec-9 | Brother (Minimal Wear)
5.25,0.09872227907180786,Tec-9 | Brother (Minimal Wear)
5.25,0.09927009046077728,Tec-9 | Brother (Minimal Wear)
5.25,0.09926849603652954,Tec-9 | Brother (Minimal Wear)
5.25,0.09912998974323273,Tec-9 | Brother (Minimal Wear)
5.3,0.0992869883775711,Tec-9 | Brother (Minimal Wear)
5.31,0.10031101852655411,Tec-9 | Brother (Minimal Wear)
5.32,0.10012601315975189,Tec-9 | Brother (Minimal Wear)
5.35,0.11769505590200424,Tec-9 | Brother (Minimal Wear)
5.35,0.11289699375629425,Tec-9 | Brother (Minimal Wear)
5.37,0.14101332426071167,Tec-9 | Brother (Minimal Wear)
5.38,0.09702347218990326,Tec-9 | Brother (Minimal Wear)
5.39,0.14551478624343872,Tec-9 | Brother (Minimal Wear)
5.39,0.11409184336662292,Tec-9 | Brother (Minimal Wear)
5.39,0.09646129608154297,Tec-9 | Brother (Minimal Wear)
5.4,0.09636028856039047,Tec-9 | Brother (Minimal Wear)
5.45,0.12057043612003326,Tec-9 | Brother (Minimal Wear)
5.5,0.11766280233860016,Tec-9 | Brother (Minimal Wear)
5.5,0.12424870580434799,Tec-9 | Brother (Minimal Wear)
5.52,0.1429731249809265,Tec-9 | Brother (Minimal Wear)
5.59,0.09866716712713242,Tec-9 | Brother (Minimal Wear)
5.6,0.1287413388490677,Tec-9 | Brother (Minimal Wear)
5.6,0.09978660196065903,Tec-9 | Brother (Minimal Wear)
5.61,0.13267426192760468,Tec-9 | Brother (Minimal Wear)
5.61,0.12703940272331238,Tec-9 | Brother (Minimal Wear)
5.61,0.1301688551902771,Tec-9 | Brother (Minimal Wear)
5.61,0.10665416717529297,Tec-9 | Brother (Minimal Wear)
5.61,0.12586669623851776,Tec-9 | Brother (Minimal Wear)
5.61,0.1399194449186325,Tec-9 | Brother (Minimal Wear)
5.61,0.11324712634086609,Tec-9 | Brother (Minimal Wear)
5.64,0.127250075340271,Tec-9 | Brother (Minimal Wear)
5.64,0.10270270705223083,Tec-9 | Brother (Minimal Wear)
5.65,0.14961975812911987,Tec-9 | Brother (Minimal Wear)
5.65,0.1494167000055313,Tec-9 | Brother (Minimal Wear)
5.65,0.1479729413986206,Tec-9 | Brother (Minimal Wear)
5.65,0.1448829174041748,Tec-9 | Brother (Minimal Wear)
5.65,0.1375342160463333,Tec-9 | Brother (Minimal Wear)
5.65,0.13641561567783356,Tec-9 | Brother (Minimal Wear)
5.65,0.13397946953773499,Tec-9 | Brother (Minimal Wear)
5.65,0.127900630235672,Tec-9 | Brother (Minimal Wear)
5.65,0.12455593049526215,Tec-9 | Brother (Minimal Wear)
5.65,0.1217576339840889,Tec-9 | Brother (Minimal Wear)
